tower,what_type_of_work_is_here,income_confidence,income_assessment,land_use,comment,area_size_sqkm,cdr_users,mfs_users,user_ratio,cdr_density,mfs_density,building_count,building_density,residential,income_cleaned,income_adjusted,voronoi
1989,Commercial,High,Very Wealthy,Formal Residential,,0.4993277863,183,116,1.5775862069,0.0027285671,0.0043045499,442,885.190073844,True,wealthy,wealthy,0103000020E61000000100000007000000F210C079B9A3434098B7B27F080F1BC0FA48075462A3434073F1BA9ABD0E1BC0BE60889800A3434003D47754FA0C1BC09B8C9A1BD1A243408769B7FD29081BC0679D6E3DEBA243403508229EC4071BC03E64FE24ECA34340F5EB6EFF4A091BC0F210C079B9A3434098B7B27F080F1BC0
1699,Unskilled manual labour,High,Wealthy,Informal Residential,,0.140406942,93,44,2.1136363636,0.0015097521,0.0031910669,320,2279.0895902268,True,wealthy,wealthy,0103000020E61000000100000006000000139C22EF9B9C43406527B745C1161BC0520B8948439C4340FD4408AF43161BC0EA10C43C219C43405BF05156B7141BC031721196929C43407E624D2025121BC0D7F232B3AA9C4340C97DE8E7F3121BC0139C22EF9B9C43406527B745C1161BC0
2074,Unskilled manual labour,High,Average,Formal Peri-Urban,,3.9778051962,71,45,1.5777777778,0.0560254253,0.088395671,908,228.2665830032,,average,average,0103000020E61000000100000005000000BE4BB1EC19A7434045B623B17BD91BC02280612660A64340A542552A26D11BC024276F7486A643409E45FB99F9B31BC03139C12F2CA84340F4D2E2C90AB21BC0BE4BB1EC19A7434045B623B17BD91BC0
1810,Unskilled manual labour,High,Very Poor / Poor,Informal Residential,,0.5571151872,1463,1022,1.4315068493,0.0003808033,0.0005451225,1344,2412.4275029833,True,poor,poor,0103000020E61000000100000007000000430F2D3E549F434012DD76C64F4C1BC0B923E054289F4340109D34A3B54B1BC0729B3A870C9F4340A8C6E0688A451BC07137AD3B189F43405B4492D8FD441BC0EA0F9501B59F43404BAF51ABFF421BC052E5EC1309A043407A5B2E1A91491BC0430F2D3E549F434012DD76C64F4C1BC0
1811,Unskilled manual labour,High,Poor,Informal Peri-Urban ,,2.2450921072,1499,1132,1.324204947,0.0014977266,0.0019832969,2604,1159.8633266239,,poor,poor,0103000020E61000000100000006000000840D0A12FF9F4340B7E5C65918D21BC0083EA8B66F9E4340D07FCA4493BE1BC0232024E7DF9E43406123C85160B91BC01B31EFB6B39F43400644F8627FBA1BC040B4A8345EA04340BD32590D1CC61BC0840D0A12FF9F4340B7E5C65918D21BC0
1751,Unskilled manual labour,High,Very Poor,Informal Residential,1751 Good for presentation ,0.4923864816,2173,1511,1.43812045,0.000226593,0.000325868,5152,10463.3254413617,True,poor,poor,0103000020E610000001000000050000007BAEDB76D79D43405B81F88CF0671BC0C398A10D4C9D4340032559C488621BC09EB43409179E4340A2B012EE0E5B1BC04EFE3DE22D9E434039EC56364C5F1BC07BAEDB76D79D43405B81F88CF0671BC0
1797,Skilled manual labour,High,Very Poor,Informal Residential,,0.7972343637,1332,934,1.426124197,0.0005985243,0.00085357,1641,2058.3658641206,True,poor,poor,0103000020E61000000100000007000000ABC8B003AB9E4340863A7C4D206F1BC0BB5FCEB6709E43404609EB2E1F6E1BC014C7C5214B9E4340C54B2B1DC1691BC000306651079F4340BA303F5CD0651BC0D297CB92B99F4340D24132DB0D6A1BC05E0944639B9F43400F547AFD476D1BC0ABC8B003AB9E4340863A7C4D206F1BC0
1846,Unskilled manual labour,High,Poor,Informal Residential,,0.7246145075,458,315,1.453968254,0.0015821277,0.0023003635,2039,2813.9099876836,True,poor,poor,0103000020E610000001000000070000000971F0BF27A04340A389B45D26AF1BC0B39F9BD2BE9F434009B419BFC3A61BC0EFB19CA704A1434098604BA9A6A41BC042A417552BA14340E00F01B727A51BC0D61B5C542EA14340C556BF5F6CA51BC055D4093459A04340C1C785FBDEAE1BC00971F0BF27A04340A389B45D26AF1BC0
1838,Commercial,Medium,Poor / Average,Formal Residential / Informal Residential,,0.3986263237,1256,891,1.4096520763,0.0003173776,0.0004473921,1480,3712.7502927219,True,poor,poor,0103000020E6100000010000000900000002ABD77086A04340B37DFD6B12771BC09346B3D51DA04340FFC93C64D6751BC04ADF7226BE9F43409637C12A99741BC018EFB7E6B29F4340424827ACB2731BC0DEFB4994C89F4340A14897388A721BC05AEECC1755A043408667D5F5E1701BC0845723D0D0A0434096663AA788731BC055A2EF13CCA04340BE32EBA45F751BC002ABD77086A04340B37DFD6B12771BC0
1782,Unskilled manual labour,High,Poor,Informal Residential,,0.8502762645,1282,920,1.3934782609,0.000663242,0.0009242133,1948,2291.0200852754,True,poor,poor,0103000020E61000000100000006000000B31CA831399E434092DE4B21D98E1BC0D6ED632C7A9E434001761A53D6841BC0644D5E21EA9E4340A8D1D21837841BC007D397B5429F43400897AC2119861BC037EA84F1599F4340B4E6F2490B8E1BC0B31CA831399E434092DE4B21D98E1BC0
1489,Skilled manual labour,Medium,Average / Wealthy,Informal Residential,,0.5870169412,71,42,1.6904761905,0.0082678442,0.0139765938,488,831.3218337192,True,wealthy,average,0103000020E61000000100000005000000D6389737EB914340B27A269D68351BC07164F2143E914340D3A6C7A4C22D1BC0D954B94D93924340DAB995985C2D1BC09F22566799924340180C8BDA4D301BC0D6389737EB914340B27A269D68351BC0
1430,Skilled manual labour,High,Average,Informal Peri-Urban ,,1.6921238768,711,518,1.3725868726,0.0023799211,0.0032666484,1122,663.0720217366,,average,average,0103000020E61000000100000005000000DF21BF85208C4340FD89D6E70D2F1BC05D1B1269D88B43402A88E8E0321E1BC0DC24B305878D434079B79AAEA3241BC048980C922A8D4340339996F6482E1BC0DF21BF85208C4340FD89D6E70D2F1BC0
1955,Commercial,High,Wealthy,Formal Residential,,0.207172362,334,186,1.7956989247,0.0006202765,0.0011138299,492,2374.8341484542,True,wealthy,wealthy,0103000020E61000000100000007000000EF29AC6C20A34340470A6D7DBA441BC012DB4ADF5DA24340694DE33A9D431BC0576B976867A243402A19852169421BC0BE16498A3DA34340C4E138B1F5401BC01AF508A24AA3434071D6771F7A431BC0EE4AB87D3CA34340DBC6B0B904441BC0EF29AC6C20A34340470A6D7DBA441BC0
2017,Office services,High,Wealthy,Formal Residential,,0.9761437914,693,546,1.2692307692,0.0014085769,0.0017878091,1181,1209.862737889,True,wealthy,wealthy,0103000020E610000001000000090000007FB84E554EA44340CA93724ACF6F1BC0B0C86453DDA343402F99249FA96F1BC007FC05666BA34340386200F2D06E1BC0F3CA141B45A34340F7FEE0D30E6E1BC05FE3E3FD54A34340F40916A1D2681BC0EEAE9B39F2A3434061707071F7641BC0ED7C150444A443407E4E2084EF651BC08B46C58BA2A4434040EBE3BCDC6B1BC07FB84E554EA44340CA93724ACF6F1BC0
2023,Commercial,High,Wealthy,Formal Residential,,0.1287809914,200,77,2.5974025974,0.000643905,0.0016724804,243,1886.9244393975,True,wealthy,wealthy,0103000020E610000001000000070000007A52623746A44340DC9D459551451BC04678F218FEA343402DEF5BCA70431BC006282B7C3EA44340484C8D6002411BC01ED6464D70A44340871CD73887411BC0CA1D494C7FA443402ADF2A8027421BC05E66361879A44340B23B0C928B441BC07A52623746A44340DC9D459551451BC0
2044,Commercial,High,Very Wealthy,Formal Residential,,0.0979498115,157,73,2.1506849315,0.0006238841,0.0013417782,196,2001.0247799017,True,wealthy,wealthy,0103000020E610000001000000090000009C2EA6BEC8A44340E9243E6BE3451BC0AB672E47C3A44340B96ED936D7451BC05E66361879A44340B23B0C928B441BC0CA1D494C7FA443402ADF2A8027421BC00ED2A6EF9FA4434019A213EE05421BC06F3E598CBFA44340AF9AC4141A421BC056333875CAA44340D5D12A0943421BC0A463BB1DD6A443409D45184EE7431BC09C2EA6BEC8A44340E9243E6BE3451BC0
1698,Commercial,High,Wealthy,Formal Residential,,0.0928590592,31,19,1.6315789474,0.0029954535,0.0048873189,177,1906.1145085839,True,wealthy,wealthy,0103000020E61000000100000005000000F6EF266A0D9C434086824491301A1BC0520B8948439C4340FD4408AF43161BC0139C22EF9B9C43406527B745C1161BC0297F5EB3A39C4340F4EB976B84171BC0F6EF266A0D9C434086824491301A1BC0
1513,Unskilled manual labour,Medium,Average / Wealthy,Informal Residential,,1.0467530877,683,481,1.41995842,0.0015325814,0.0021762018,1343,1283.0150833078,True,wealthy,wealthy,0103000020E61000000100000006000000688AB1AE119443405782D2F3B33A1BC0DD14BAD5429343405DC2618AAA381BC05576114E379343400A85C580E2341BC030B531F5EB9343406B4749E4672E1BC02E7976EDC6944340552E0CB2F0321BC0688AB1AE119443405782D2F3B33A1BC0
1402,Unskilled manual labour,High,Poor,Peri-Urban,,47.9459868954,666,476,1.3991596639,0.0719909713,0.1007268632,1115,23.2553352679,,poor,poor,0103000020E61000000100000008000000B0AD5753C4874340807BAE1181FB1AC0517D19B41D80434055C441A25DC71AC0C3E72456118043402CA2184A52B61AC06BBD65331F8B434083FFBDAFF5C41AC0FC239126D28C4340AF23EAA7F7D71AC00B515D91C88C43407888D28CE0E01AC03A2D3DE9358A43409C4DDA9F13F81AC0B0AD5753C4874340807BAE1181FB1AC0
2066,Office services,High,Very Wealthy,Formal Residential,,0.2262770279,2,2,1,0.1131385139,0.1131385139,48,212.1293551288,True,wealthy,wealthy,0103000020E61000000100000006000000FAEA57E81FA6434068A1169DE2411BC0130717D09BA5434078DE52FF5C3F1BC06534301794A5434029D74884CC3D1BC03060AA9B9AA54340D23551412D3C1BC0F6781E5284A64340B46DCFFB2B401BC0FAEA57E81FA6434068A1169DE2411BC0
1553,Unskilled manual labour,High,Wealthy,Formal Residential,,1.4146938505,327,213,1.5352112676,0.0043262809,0.0066417552,1354,957.0975370267,True,wealthy,wealthy,0103000020E61000000100000006000000F48BF445599643406EDC86549C9F1AC0CF08CA17EF95434035B60DBCC59C1AC09E7370AE3B9643404A98A0E49D911AC03E703A77AC974340910CC66E79951AC030A463BA04974340383E2F585D9E1AC0F48BF445599643406EDC86549C9F1AC0
1882,Skilled manual labour,High,Wealthy,Formal Residential,,0.2971385032,377,274,1.3759124088,0.0007881658,0.0010844471,622,2093.2999030652,True,wealthy,wealthy,0103000020E610000001000000060000003D0AD7A370A143404B059C8F152B1BC0095593AFE0A043404FC20DF55B291BC046A8A7A7DEA04340C64D809765281BC03E9972A633A143401C17645727251BC0F8BEA5B5DCA14340A8A8D80492281BC03D0AD7A370A143404B059C8F152B1BC0
1771,Unskilled manual labour,High,Very Poor / Poor,Informal Residential,,0.3434048047,1395,971,1.4366632338,0.0002461683,0.000353661,1888,5497.8846369701,True,poor,poor,0103000020E6100000010000000600000009012B95209E4340A6BD5184A32D1BC04BE35CD0C69D4340913CC2C18C281BC0685F4FC4AD9E4340BC85B56734291BC0BF9D2637D39E4340B6AFC94D342A1BC06A7DE726BE9E4340122C9041312D1BC009012B95209E4340A6BD5184A32D1BC0
1432,Unskilled manual labour,High,Average,Informal Peri-Urban ,,2.7970933559,338,246,1.3739837398,0.0082754241,0.0113702982,1496,534.8409257977,,average,average,0103000020E6100000010000000800000045059AC1C18B4340FCFE6845343E1BC0CC50A9B1468B4340273108AC1C3A1BC0B01201B2D78B43402FC23A2822311BC0DF21BF85208C4340FD89D6E70D2F1BC048980C922A8D4340339996F6482E1BC02F76F836CD8D4340F6EB5C942B321BC08634D36AA08D4340C1668F7F5F3C1BC045059AC1C18B4340FCFE6845343E1BC0
2105,Unskilled manual labour,High,Average,Informal Peri-Urban ,,125.4688688817,441,289,1.5259515571,0.2845099068,0.4341483352,988,7.8744632737,,average,average,0103000020E6100000010000000A000000397E94D08AB24340F2CD37DA3A271CC034B72331A6AD43405E397D1AF0E91BC0D59D1DA4E2AD43401D2CF76E02CA1BC0A0E99D06AAAF4340DBF7CA1C60A91BC0C69B6B37DAB043400411AB29009E1BC02606E2D0F6B543405ABAA5DBDB9B1BC07E3D0F8BABB94340545701B3C1C21BC04227E93F49BA4340BCAAB2B6B7F51BC08EA8693641B84340C9995D6ECD211CC0397E94D08AB24340F2CD37DA3A271CC0
2033,Office services,High,Very Wealthy,Hotel / Formal Residential,http://journals.sagepub.com/doi/abs/10.1177/0956247811435889,0.3436038115,4,2,2,0.0859009529,0.1718019057,172,500.5765194043,True,wealthy,wealthy,0103000020E6100000010000000900000043B8AC186CA543404CD06FB3ED4C1BC042C70D2E40A543409B5ADD08934C1BC0A66814ED6DA4434005556D0A434A1BC0E3B7DA8655A44340742595379D481BC0228E214255A4434038F10CC883481BC0AB672E47C3A44340B96ED936D7451BC09C2EA6BEC8A44340E9243E6BE3451BC079F6E48211A5434011CDC623B2471BC043B8AC186CA543404CD06FB3ED4C1BC0
1622,Unskilled manual labour,High,Average,Informal Residential,,0.2910845832,207,150,1.38,0.0014062057,0.0019405639,519,1782.986904569,True,average,average,0103000020E61000000100000006000000FDBD141E349A4340F30181CEA4311BC098336B739A994340DB5FA53F202E1BC060F9D5B5119A4340EB89DC4F722B1BC07DD085A49B9A434065A847BA7A2E1BC0EEB90228999A43401C20993BB62E1BC0FDBD141E349A4340F30181CEA4311BC0
1629,Unskilled manual labour,High,Average,Informal Residential,,1.8401531451,402,281,1.4306049822,0.0045774954,0.0065485877,1468,797.7596885837,True,average,average,0103000020E610000001000000070000000A05F1231399434036C626F2B5F41AC0FA3F1AD3F8984340FDC1A97841F41AC0C0460B362599434077675B3909EE1AC05B07AE354B994340E5641F85C2E81AC0BB4EEAD5F99A4340566B8E033AEA1AC05CB60991079B4340186D2AD03CF31AC00A05F1231399434036C626F2B5F41AC0
2049,Skilled manual labour,High,Poor,Port Facilities / Industrial / Informal Residential / Formal Residential,,1.7730174806,702,519,1.3526011561,0.0025256659,0.0034162187,2158,1217.1340799273,True,poor,poor,0103000020E610000001000000070000008B46C58BA2A4434040EBE3BCDC6B1BC0ED7C150444A443407E4E2084EF651BC07E2A619950A54340AD4CE84917621BC08BEE036CE1A64340EAD18F36A4631BC05CB422C2F4A643408DAD38E745661BC0819DED77A5A64340A073C748406A1BC08B46C58BA2A4434040EBE3BCDC6B1BC0
1479,Unskilled manual labour,Medium,Poor / Average,Informal Peri-Urban ,,6.5294226804,826,579,1.426597582,0.0079048701,0.0112770685,4121,631.143089021,,poor,poor,0103000020E610000001000000070000008E1388364590434006AE76E7E5C11BC0838C490A9E8D434051030F67F7AE1BC070693252D28E43404CCC08582AA71BC0E74BB4D2499143401E1D3C0D04A61BC07C1C7820BA914340D44DA221C1AF1BC026158913BE90434098306D83AFC01BC08E1388364590434006AE76E7E5C11BC0
1509,Unskilled manual labour,Medium,Poor / Average,Informal Peri-Urban ,,1.4154841339,1012,688,1.4709302326,0.0013986997,0.0020573897,1576,1113.3999755292,,poor,poor,0103000020E610000001000000060000009E5CE6AF02934340294EF608BA851BC0AE583099619343409EEB6695E5761BC0DE00DE707294434069E39E6473791BC091114B4B5E94434054F79A4B9C811BC0345FEB0FC4934340A5BFB31689851BC09E5CE6AF02934340294EF608BA851BC0
1862,Skilled manual labour,High,Wealthy,Industrial,,0.7675321387,153,102,1.5,0.0050165499,0.0075248249,226,294.4502107348,,wealthy,wealthy,0103000020E61000000100000008000000150B41A4A3A043403906A91A92631BC01A58B20E85A0434073B3846F23631BC0ED7AA7C433A04340418CDAFAEC5F1BC016E8629CF5A04340B4287C827F591BC01676BC3C05A143408AF4D8CF80591BC0EE58E9D2A8A14340F78BA66A605F1BC0AC39A96C84A14340860BAB404A611BC0150B41A4A3A043403906A91A92631BC0
2073,Unskilled manual labour,High,Wealthy,Industrial / Formal Residential,,1.8074124803,636,436,1.4587155963,0.0028418435,0.0041454415,832,460.3265768481,True,wealthy,wealthy,0103000020E6100000010000000500000041943898B4A643407ED12D1A1B571BC08A66856CC4A543404A9E59056C4E1BC0163BDC42FAA74340F7119B6DCB3E1BC0F3B45DE908A743401F6D12BDAA541BC041943898B4A643407ED12D1A1B571BC0
1635,Skilled manual labour,High,Wealthy,Administrative,,0.3723984012,290,200,1.45,0.0012841324,0.001861992,254,682.0652268373,,wealthy,wealthy,0103000020E610000001000000070000007DD085A49B9A434065A847BA7A2E1BC060F9D5B5119A4340EB89DC4F722B1BC01C64731F149A4340B2F323929A281BC078BC98B2569A4340A66842CB1D261BC044AF6E7D8F9A434097D815F24A261BC07194449BD19A4340625880AD7D2D1BC07DD085A49B9A434065A847BA7A2E1BC0
1565,Unskilled manual labour,High,Wealthy,Formal Residential,,1.9454055109,520,363,1.4325068871,0.0037411644,0.0053592438,2037,1047.0824661583,True,wealthy,wealthy,0103000020E61000000100000007000000C161D60908984340D467647218A41AC030A463BA04974340383E2F585D9E1AC03E703A77AC974340910CC66E79951AC0E667810D94984340E1218E252A931AC02424B72009994340456F46F5219A1AC0E2BF0C6DD0984340A0455324A79F1AC0C161D60908984340D467647218A41AC0
1981,Skilled manual labour,High,Very Wealthy,Formal Residential,,5.7246239407,59,26,2.2692307692,0.0970275244,0.2201778439,644,112.4964725488,True,wealthy,wealthy,0103000020E6100000010000000800000060415B9170A34340008DD2D1F3FD1AC0182AD67CE3A0434088BF550067F31AC053BB7788D1A04340B6FAC0EE24F01AC0B9D6A915D3A04340D21D8D6ACEEE1AC051AA838385A14340BF08E23F1ED71AC0EDE3FEDB96A14340A84D803006D61AC005F8BA9017A44340733572CA77F91AC060415B9170A34340008DD2D1F3FD1AC0
1617,Unskilled manual labour,Medium,Average / Wealthy,Formal Residential,,0.4163569515,484,389,1.2442159383,0.0008602416,0.0010703264,1324,3179.963718984,True,wealthy,wealthy,0103000020E610000001000000060000000A59D3A5099A4340AEB099334A511BC003CECD355F9943403735A2E9B64F1BC06ED021A25D99434084C814E8714F1BC006799E8CF49943407198B647C0481BC0A14483575C9A434021EF7A2C404C1BC00A59D3A5099A4340AEB099334A511BC0
1798,Skilled manual labour,High,Wealthy,Formal Residential,,0.7548759397,330,217,1.5207373272,0.0022875028,0.003478691,825,1092.894814386,True,wealthy,wealthy,0103000020E61000000100000007000000DB8A4812519F4340698415E4F6151BC0BBFCBCA6DD9E43409221A076B0131BC02DC7D15CB19E4340855467A3A50A1BC03C09B4B8829F4340162EE372FB0B1BC0B04B85FCC39F434009015B6E650F1BC0CA5350DEB29F43401DF4DE0E52121BC0DB8A4812519F4340698415E4F6151BC0
1500,Unskilled manual labour,High,Average,Informal Peri-Urban ,,0.9277249696,152,99,1.5353535354,0.0061034537,0.0093709593,681,734.0537576513,,average,average,0103000020E610000001000000070000005576114E379343400A85C580E2341BC09F22566799924340180C8BDA4D301BC0D954B94D93924340DAB995985C2D1BC0B7E6B710D99243408321F9D4DB281BC002B44CA2CA934340706B3EFB832B1BC030B531F5EB9343406B4749E4672E1BC05576114E379343400A85C580E2341BC0
1480,Unskilled manual labour,High,Average,Informal Peri-Urban ,,9.3653686703,280,165,1.696969697,0.0334477453,0.0567598101,1087,116.0659060277,,average,average,0103000020E61000000100000008000000E159CF0DC78E4340145E6392B5A11AC0F2D0E6126C8E4340FF5CFC3F5AA11AC08BF37A7F3F8E4340CD42DB0B7E9D1AC037A12C0E938F43401B1FD2106D831AC02E5E0C49C09143403AA46F2328781AC0FFAA6A0946924340C109D085087A1AC022CB5FCD89924340DB824DBA70921AC0E159CF0DC78E4340145E6392B5A11AC0
2013,Unskilled manual labour,High,Average,Port Facilities / Formal Residential ,,0.5786812292,269,211,1.2748815166,0.0021512313,0.0027425651,536,926.2439715346,,average,average,0103000020E610000001000000060000008AE16A230EA443403E22F5464F781BC0E8F35813E5A343401DA2D49312771BC0B0C86453DDA343402F99249FA96F1BC07FB84E554EA44340CA93724ACF6F1BC0EC46481FF2A44340864A76F3E9771BC08AE16A230EA443403E22F5464F781BC0
1951,Skilled manual labour,High,Average,Formal Residential,,0.3516204993,793,576,1.3767361111,0.0004434054,0.0006104523,1328,3776.7991415752,True,average,average,0103000020E610000001000000060000002F142BC1A6A24340C521507E44611BC0BCBD686A56A24340527E627E945E1BC038C470D93DA34340EEFF0D47155B1BC047DA5D3974A34340166B21910D5D1BC03844F0766DA34340BE316B6F1B5F1BC02F142BC1A6A24340C521507E44611BC0
1716,Commercial,High,Average,Everything,,0.3556631912,460,352,1.3068181818,0.0007731809,0.0010104068,758,2131.2298232084,,average,average,0103000020E61000000100000007000000572A55167B9C4340580D4BFCC1301BC017E62A06759C4340B13D3421092B1BC06F3E922CC39C43406727994C4C291BC06E2D52CC2D9D43407C796211102A1BC00604F858EB9C43400F2AA02CD42F1BC078EDBB1ACA9C43408D318245A0301BC0572A55167B9C4340580D4BFCC1301BC0
1746,Unskilled manual labour,High,Poor,Industrial / Informal Residential,,1.0273874673,1465,1030,1.4223300971,0.0007012884,0.0009974636,4847,4717.7916357698,True,poor,poor,0103000020E61000000100000007000000D51C05D6DE9D4340F1F7914FA7751BC0AB0ECEC1919D4340E42DF6D0A5741BC05CC2B4960F9D434056647CDF3C6C1BC06B7F5C92DC9D4340B76F31E659681BC014C7C5214B9E4340C54B2B1DC1691BC0BB5FCEB6709E43404609EB2E1F6E1BC0D51C05D6DE9D4340F1F7914FA7751BC0
1818,Unskilled manual labour,High,Poor,Informal Residential,,0.4504788933,1876,1402,1.3380884451,0.0002401273,0.0003213116,2359,5236.6493420308,True,poor,poor,0103000020E61000000100000007000000376E45C302A04340C4ADDE6E772E1BC0929D565FC69F43405D47877E392E1BC03E644D0E629F4340AB3C2084D3281BC09E9ADD55919F4340B0957523FC251BC0903BD0B902A04340913A432D59261BC0AB8897B643A043401975F2DF702C1BC0376E45C302A04340C4ADDE6E772E1BC0
1879,Commercial,Medium,Poor / Average,Formal Residential,,0.6614320682,915,675,1.3555555556,0.0007228766,0.0009798994,1200,1814.2452682466,True,poor,poor,0103000020E6100000010000000700000070D8C4F718A14340EBEA2B49856A1BC0DB504956E2A0434014716CD833691BC0150B41A4A3A043403906A91A92631BC0AC39A96C84A14340860BAB404A611BC0EE3C3344D4A14340ACD0539455681BC046A5E28EC1A14340A4A00F5AFE681BC070D8C4F718A14340EBEA2B49856A1BC0
1825,Unskilled manual labour,High,Poor,Informal Residential,,0.6637977956,1865,1343,1.3886820551,0.0003559238,0.0004942649,2260,3404.6512582395,True,poor,poor,0103000020E6100000010000000900000065652CF78CA04340136C20BD86861BC0FCEF1A878B9F434047AFA136F3841BC0225456AEFC9F4340EE997602577D1BC003780B2428A043406AAD22C66F7D1BC0E053310350A043407E3747618A7D1BC060DD952382A043400881ABD37E7E1BC025E6B1EEA9A0434054C531C287801BC004427F479CA0434045F6EC9A1E861BC065652CF78CA04340136C20BD86861BC0
1530,Unskilled manual labour,Medium,Poor / Average,Peri-Urban,difficult as so different contexually to the rest of the city,10.6822364256,513,319,1.6081504702,0.020823073,0.0334866346,2423,226.8251612736,,poor,poor,0103000020E610000001000000060000001AF9C466209543407AC3DAD28AF31BC01E3B5645179243405303B37596ED1BC0758E61F8ED944340A2C5F5D63BC71BC01ED895FBF9954340F1F0AAD0ABC61BC0AD4F3FAFD096434069EA09A16AD41BC01AF9C466209543407AC3DAD28AF31BC0
1522,Unskilled manual labour,Medium,Poor / Average,Informal Peri-Urban ,,7.3485170139,1294,895,1.4458100559,0.0056789158,0.0082106335,7967,1084.1643266142,,poor,poor,0103000020E6100000010000000C000000758E61F8ED944340A2C5F5D63BC71BC010FA6F47FE934340FE19E88E11C31BC05256D34C89934340E1246468D7A81BC0977DFF2EA4934340F175AE4CC7A61BC07836C1CBB9934340D390A5B275A61BC03762BA9A15954340C4416568C5A61BC0FA8B4A61EE9543400BF1B3F75EA91BC0F809064E4F9643401DA66DE7D0AD1BC0D14B5C86A19643400FDF02358EB51BC06FE5EEC81C964340C01E06B57CC51BC01ED895FBF9954340F1F0AAD0ABC61BC0758E61F8ED944340A2C5F5D63BC71BC0
1809,Commercial,Medium,Poor / Average,Formal Residential / Informal Residential,,0.288130041,826,624,1.3237179487,0.0003488257,0.0004617469,1481,5140.0402220208,True,poor,poor,0103000020E61000000100000007000000A2C7299A5F9F4340EA3CFAAA9D391BC0247EAAF3009F43406F74004564361BC0E99F1AE02E9F4340F55B67B0E9331BC0F8E088E85A9F4340F574D58C64331BC01FF1B8D7C19F43406CBBD5B725351BC044E78F43B19F4340264EDB11DB381BC0A2C7299A5F9F4340EA3CFAAA9D391BC0
2104,Unskilled manual labour,High,Wealthy,Peri-Urban,,188.9923084597,1006,679,1.4815905744,0.1878651178,0.2783391877,2789,14.7572143159,,wealthy,wealthy,0103000020E61000000100000008000000C69B6B37DAB043400411AB29009E1BC0DEFD458244AF43404E7E402662841BC035B9C615C5B14340EE52206711401BC03B7222B35AB943408D2554398FCE1AC0DACCA3EBB1BE43408EE8395A19A71AC0B0232B05A2C343401E5309C2BDAD1AC02606E2D0F6B543405ABAA5DBDB9B1BC0C69B6B37DAB043400411AB29009E1BC0
